stt,title,road,parking,square,price,dis_q,dis,date
7507,Bán lô đất phân lô Dịch Vọng Hậu ( Cầu Giấy ) - view công viên - xây building văn phòng,20m,1,147.0,35 tỷ,Quận Cầu Giấy,"Phố Dịch Vọng Hậu, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",05/05/2023
7508,"Bán đất mặt phố vị trí vip trung tâm KĐT mới Quận Cầu Giấy. Diện tích 200m2, lô góc 3 MT",20m,1,200.0,99 tỷ,Quận Cầu Giấy,"Đường Trương Công Giai, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",05/05/2023
7509,"Bán đất ngõ 165 Cầu Giấy. - DT 174m2 mặt tiền 12m, Lô Góc Thoáng 3 mặt.","2,5m",0,174.0,"15,3 tỷ",Quận Cầu Giấy,"Đường Cầu Giấy, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",05/05/2023
7510,75M FULL THỔ CƯ Ở HÀ NỘI GIÁ 350 TRIỆU ( Chuyện Lạ Có Thật ),7m,0,75.0,350 triệu,Huyện Mỹ Đức,"Xã An Phú, Huyện Mỹ Đức, Hà Nội",05/05/2023
7511,"Bán đất ngõ 292 Khâm Thiên, vuông vắn, 30m2, giá 2 tỷ",2m,1,30.0,2 tỷ,Quận Đống Đa,"Phố Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",05/05/2023
7512,"Đất nghỉ dưỡng ở tiến xuân, giá đầu tư",5m,0,2700.0,"2,5 triệu / m2",Huyện Thạch Thất,"Đường ĐT 446, Xã Tiến Xuân, Huyện Thạch Thất, Hà Nội",05/05/2023
7513,"Bán lô đất gần Diamond Quốc Linh, Đức Hòa, Long An 100m2, LH chính chủ",18m,0,90.0,"1,5 tỷ",Quận Hoàng Mai,"Đường Hoàng Mai, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",05/05/2023
7514,"Bán đất Thạch Bàn, diện tích 30 m2, mặt tiền 4 m, giá chỉ 1,5 tỷ.",3m,0,30.0,"1,5 tỷ",Quận Long Biên,"Đường Thạch Bàn, Phường Thạch Bàn, Quận Long Biên, Hà Nội",05/05/2023
7515,"Bán đất Long Biên , gần Vinhome , mặt phố -gần 500m giá 53 tỷ !",25m,0,488.0,53 tỷ,Quận Long Biên,"Phường Sài Đồng, Quận Long Biên, Hà Nội",05/05/2023
7516,Bán đất mặt phố Hồng Tiến - 275 tỷ - xây khách sạn hoặc tòa nhà văn phòng !,50m,0,850.0,275 tỷ,Quận Long Biên,"Phố Hồng Tiến, Phường Bồ Đề, Quận Long Biên, Hà Nội",05/05/2023
7517,"Bán đất phân lô Việt Hưng , view vườn hoa , căn góc , mặt tiền khủng  !",20m,0,100.0,"2,15 tỷ",Quận Long Biên,"Đường Vũ Đức Thận, Phường Việt Hưng, Quận Long Biên, Hà Nội",05/05/2023
7518,"Bán đất đẹp gần Vinhome Riversdie , 300m giá 37 tỷ",30m,0,300.0,37 tỷ,Quận Long Biên,"Phường Sài Đồng, Quận Long Biên, Hà Nội",05/05/2023
7519,"BÁN ĐẤT TẶNG NHÀ MẶT PHỐ NGUYỄN VĂN CỪ - LONG BIÊN - DT 80 M2, MT 4.5 M  GIÁ 15 TỶ",40m,1,80.0,15 tỷ,Quận Long Biên,"Đường Nguyễn Văn Cừ, Phường Gia Thụy, Quận Long Biên, Hà Nội",05/05/2023
7520,"BÁN ĐẤT MẶT PHỐ HỒNG TIẾN , DIỆN TÍCH 1138 M2 MẶT TIỀN RỘNG 40 M –.KINH DOANH ĐỈNH CAO.",40m,1,1138.0,360 tỷ,Quận Long Biên,"Phố Hồng Tiến, Phường Bồ Đề, Quận Long Biên, Hà Nội",05/05/2023
7521,"Hàng hiếm, bán lô đất 44,6m2 tại tổ Tư Đình, Long Biên, lô góc 2 mặt thoáng.","2,5m",0,45.0,"2,96 tỷ",Quận Long Biên,"Đường Tư Đình, Phường Long Biên, Quận Long Biên, Hà Nội",05/05/2023
7522,"ỐI GIỜI BÁN ĐẤT ĐẸP VIỆT HƯNG 43M2,TIỆN ÍCH, Ở SƯỚNG",3m,1,43.0,"2,6 tỷ",Quận Long Biên,"Đường Kim Quan, Phường Việt Hưng, Quận Long Biên, Hà Nội",05/05/2023
7523,"SIÊU HÓT, 254M2 TĐC KHU B ĐỒNG MÔ, BA VÌ; GIÁ NHỈNH 2 TỶ",12m,0,254.0,"2,8 tỷ",Huyện Ba Vì,"Xã Yên Bài, Huyện Ba Vì, Hà Nội",05/05/2023
7524,Cần bán 50.6m view hồ Ấp Bắc Thượng - Quang Tiến đường 5m.,5m,0,50.0,885 triệu,Huyện Sóc Sơn,"Đường Tỉnh Lộ 131, Xã Quang Tiến, Huyện Sóc Sơn, Hà Nội",05/05/2023
7525,"Cần bán lô đất vị trí đẹp 65.9m tại Song Mai Đoài, Mai Đình, Sóc Sơn giá rẻ như cho","3,5m",0,65.0,"1,15 tỷ",Huyện Sóc Sơn,"Đường Quốc Lộ 3, Xã Mai Đình, Huyện Sóc Sơn, Hà Nội",05/05/2023
7526,"Bán đất Ngô Gia Tự, Long Biên,30m,LÔ GÓC,ô tô gần,chỉ 2,01 tỷ.",3m,0,30.0,"2,01 tỷ",Quận Long Biên,"Đường Ngô Gia Tự, Phường Đức Giang, Quận Long Biên, Hà Nội",05/05/2023
7527,"Bán đất Phúc Lợi, Long Biên, 110m, ô tô gần, đầu tư, giá chỉ 4 tỷ.",3m,0,110.0,4 tỷ,Quận Long Biên,"Đường Phúc Lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội",05/05/2023
7528,"Bán 90M2 Đất Xuân Đỉnh, Lô Góc, ô tô nhỏ vào nhà giá nhỉnh 100tr/m2",1m,0,90.0,"9,5 tỷ",Quận Bắc Từ Liêm,"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",05/05/2023
7529,"BÁN MẢNH ĐẤT ĐẸP TẠI NGHĨA LẠI, UY NỖ, VỊ TRÍ TRUNG TÂM, 70M2, GIÁ NHỈNH 2.6 TỶ.",3m,0,70.0,"37,5 triệu / m2",Huyện Đông Anh,"Đường Quốc Lộ 3, Xã Uy Nỗ, Huyện Đông Anh, Hà Nội",05/05/2023
7530,"Bán đất Việt Hưng, Long Biên,30m,LÔ GÓC,ô tô gần,chỉ 2 tỷ.",3m,0,30.0,2 tỷ,Quận Long Biên,"Đường Việt Hưng, Phường Việt Hưng, Quận Long Biên, Hà Nội",05/05/2023
7531,"Bán đất phố Thượng Thanh, Long Biên, 42m, ô tô,giá 2.75 tỷ.",5m,0,42.0,"2,75 tỷ",Quận Long Biên,"Đường Thượng Thanh, Phường Thượng Thanh, Quận Long Biên, Hà Nội",05/05/2023
7532,"58m đất phố Phúc Lợi, Long Biên, ô tô, nhỉnh 2 tỷ.",7m,0,58.0,"2,2 tỷ",Quận Long Biên,"Đường Phúc Lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội",05/05/2023
7533,"Bán đất Phúc Lợi, Long Biên 32 m, 2 thoáng, ô tô, chỉ 1 tỷ hơn.",4m,0,32.0,"1,6 tỷ",Quận Long Biên,"Đường Phúc Lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội",05/05/2023
7534,"Bán đất phố Phúc Lợi,Long Biên, 58m giá nhỉnh 2 tỷ.",5m,0,58.0,"2,4 tỷ",Quận Long Biên,"Đường Phúc Lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội",05/05/2023
7535,"Bán đất phố Ngô Gia Tự, Long Biên. 55m giá 2 tỷ hơn.",8m,0,55.0,"3,4 tỷ",Quận Long Biên,"Đường Ngô Gia Tự, Phường Đức Giang, Quận Long Biên, Hà Nội",05/05/2023
7536,"Bán đất phố Ngô Gia Tự, Long Biên, 60m giá 2 tỷ nhỉnh.",4m,0,60.0,"2,5 tỷ",Quận Long Biên,"Đường Thanh Am, Phường Đức Giang, Quận Long Biên, Hà Nội",05/05/2023
7537,"Bán đât phố Phúc Lợi, Long Biên 70m, ô tô ,giá 3 tỷ nhỉnh.",4m,0,30.0,"2,4 tỷ",Quận Long Biên,"Đường Phúc Lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội",05/05/2023
7538,"Bán đất Ngô Gia Tự, Long Biên, 50m, nở hậu, ô tô tránh, chỉ 4 tỷ hơn.",6m,0,50.0,"4,1 tỷ",Quận Long Biên,"Đường Ngô Gia Tự, Phường Đức Giang, Quận Long Biên, Hà Nội",05/05/2023
7539,"Bán đất Ngô Gia Tự, Long Biên 100m,MT 5.2m, ô tô tải vào nhà,chỉ 6 tỷ.",6m,0,100.0,6 tỷ,Quận Long Biên,"Đường Ngô Gia Tự, Phường Đức Giang, Quận Long Biên, Hà Nội",05/05/2023
7540,"Bán đất Phúc Lợi, Long Biên 140m,MT 8m, ô tô tải vào nhà,chỉ 7,1.",8m,0,140.0,"7,1 tỷ",Quận Long Biên,"Đường Phúc Lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội",05/05/2023
7541,"Rẻ nhất Phúc Lợi, 34m đất, ô tô đỗ cổng giá chỉ 1 tỷ  hơn.",5m,0,30.0,"1,499 tỷ",Quận Long Biên,"Đường Phúc Lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội",05/05/2023
7542,"Bán đất Phúc Lợi, Long Biên, 31m, ô tô đỗ cổng, giá 1 tỷ hơn.",5m,0,31.0,"1,498 tỷ",Quận Long Biên,"Đường Phúc Lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội",05/05/2023
7543,"Bán 42m đất Thượng Thanh, Long Biên, ô tô, giá 2.85 tỷ.",5m,0,42.0,"2,85 tỷ",Quận Long Biên,"Đường Thượng Thanh, Phường Thượng Thanh, Quận Long Biên, Hà Nội",05/05/2023
7544,"Bán đất Kẻ Tạnh, Long Biên,158m, MT 9m,giá 16 tỷ hơn.",15m,0,158.0,"16,999 tỷ",Quận Long Biên,"Phố Kẻ Tạnh, Phường Giang Biên, Quận Long Biên, Hà Nội",05/05/2023
7545,"Bán đất Đức Giang, Long Biên,32m, MT 4.6m, LÔ GÓC, ô tô gần, chỉ 2 tỷ hai.",3m,0,32.0,"2,2 tỷ",Quận Long Biên,"Đường Đức Giang, Phường Đức Giang, Quận Long Biên, Hà Nội",05/05/2023
7546,"Bán đất Gia Quất, Long Biên, 32m, MT 7m, ô tô gần, giá chỉ 2 tỷ.",3m,0,32.0,2 tỷ,Quận Long Biên,"Phố Gia Quất, Phường Thượng Thanh, Quận Long Biên, Hà Nội",05/05/2023
7547,"Bán 40m đất lô góc phố Phúc Lợi, Long Biên, giá 2 tỷ hơn.",7m,0,40.0,"2,2 tỷ",Quận Long Biên,"Đường Phúc Lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội",05/05/2023
7548,"Bán đất phố Phúc Lợi, Long Biên,58m, ô tô, chỉ 2 tỷ hơn.",10m,0,58.0,"2,1 tỷ",Quận Long Biên,"Đường Phúc Lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội",05/05/2023
7549,"Bán đất quận Long Biên, ô tô vào, chỉ nhỉnh 2 tỷ",3m,0,33.0,"2,5 tỷ",Quận Long Biên,"Đường Lý Sơn, Phường Thượng Thanh, Quận Long Biên, Hà Nội",05/05/2023
7550,"Cần bán đất đường Đức Giang, ngõ ô tô, lô góc 2 thoáng chỉ nhỉnh 2 tỷ",3m,0,31.0,"2,2 tỷ",Quận Long Biên,"Đường Đức Giang, Phường Đức Giang, Quận Long Biên, Hà Nội",05/05/2023
7551,Bán gấp mảnh đất phố ngọc thuỵ gần vườn hoa công viên .ô tô tránh vỉa hè kd,8m,0,137.0,"11,9 tỷ",Quận Long Biên,"Đường 100, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",05/05/2023
7552,BÁN GẤP LÔ ĐẤT ĐÔNG THIÊN-VĨNH HƯNG-LÔ GÓC 2 MẶT THOÁNG-XÂY LÊN Ô TÔ VÀO NHÀ CHỈ 1.260 TỶ.,4m,1,42.0,"1,26 tỷ",Quận Hoàng Mai,"Đường Đông Thiên, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội",05/05/2023
7553,"Đất phố Thanh Am, Thương Thanh 180m, mặt tiền 8,5m, giá 69tr/m.",40m,0,180.0,69 triệu / m2,Quận Long Biên,"Đường Thanh Am, Phường Thượng Thanh, Quận Long Biên, Hà Nội",05/05/2023
7554,"Bán đất đường Vũ Đức Thận, Việt Hưng. Diện tích 96m, mặt tiền =hậu 6m, giá 130tr/m.",25m,0,96.0,130 triệu / m2,Quận Long Biên,"Đường Vũ Đức Thận, Phường Việt Hưng, Quận Long Biên, Hà Nội",05/05/2023
7555,"Bán đất đường Kẻ Tạnh, Mai Chí Thọ. Diện tích 101m, giá 10tỷ.",12m,1,101.0,10 tỷ,Quận Long Biên,"Phố Kẻ Tạnh, Phường Giang Biên, Quận Long Biên, Hà Nội",05/05/2023
7556,"Bán đất Giang Biên. Diện tích 75m, mặt tiền 5m, kinh doanh, giá 125tr/m.",12m,0,75.0,125 triệu / m2,Quận Long Biên,"Phố Kẻ Tạnh, Phường Giang Biên, Quận Long Biên, Hà Nội",05/05/2023
7557,"BÁN ĐẤT PHÚ THƯỢNG QUẬN TÂY HỒ ,PHÂN LÔ, OTO SÁT, MẶT TIÈN RỘNG, 86M. 8,6 TỶ .","2,5m",0,86.0,"8,6 tỷ",Quận Tây Hồ,"Đường Phú Thượng, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",05/05/2023
7558,"Bán đất TÂY MỖ ,gần ô tô đỗ,3 gác đỗ cửa,dt42m,chỉ 2.25 tỷ.","2,5m",0,42.0,"2,25 tỷ",Quận Nam Từ Liêm,"Đường Tây Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",05/05/2023
7559,"Bán đất TÂY MỖ ,ô tô đỗ gần,chia 2 lô cực đẹp,dt73m,chỉ 3.8 tỷ",2m,0,73.0,"3,8 tỷ",Quận Nam Từ Liêm,"Đường Tây Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",05/05/2023
7560,"Bán đất ĐẠI MỖ ,cách ô tô đỗ 30m,dt32m,giá chỉ 1.95 tỷ.",2m,0,32.0,"1,95 tỷ",Quận Nam Từ Liêm,"Đường Tây Mỗ, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",05/05/2023
7561,"Bán đất TÂY MỖ ,ngõ thông,ô tô vào đất,kinh doanh,dt42m,chỉ 3.7 tỷ.",5m,0,42.0,"3,7 tỷ",Quận Nam Từ Liêm,"Đường Tây Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",05/05/2023
7562,"CẮT LỖ SÂU LÔ GÓC 77,5M2 ĐẤU GIÁ LỘC HÀ, MAI LÂM, ĐÔNG ANH, HÀ NỘI.",7m,0,77.0,"4,495 tỷ",Huyện Đông Anh,"Đường Quốc Lộ 3, Xã Mai Lâm, Huyện Đông Anh, Hà Nội",05/05/2023
7563,"BÁN 116,4m ĐẤT FULL THỔ CƯ THÔN 3 TÂN XÃ GẦN NGAY HỒ TÂN XÃ",5m,0,116.0,"2,3 tỷ",Huyện Thạch Thất,"Tỉnh lộ 419, Xã Tân Xã, Huyện Thạch Thất, Hà Nội",05/05/2023
7564,BÁN 3218 MÉT ĐẤT TẠI XUÂN SƠN - SƠN TÂY - HÀ NỘI,6m,0,3218.0,14 tỷ,Huyện Ba Vì,"Đường Quốc lộ 32, Xã Ba Vì, Huyện Ba Vì, Hà Nội",05/05/2023
7565,BÁN 79m ĐẤT GIÁ RẺ GẦN VÀNH ĐAI CÔNG NGHỆ CAO HOÀ LẠC,6m,0,79.0,"1,3 tỷ",Huyện Thạch Thất,"Tỉnh lộ 419, Xã Tân Xã, Huyện Thạch Thất, Hà Nội",05/05/2023
7566,ĐẤT VÂN HOÀ DT 1450M .VIEW CÁNH ĐỒNG.GIÁ CHỈ HƠN 3TR/M,5m,0,1450.0,"5,365 tỷ",Huyện Ba Vì,"Tỉnh Lộ 87A, Xã Vân Hòa, Huyện Ba Vì, Hà Nội",05/05/2023
7567,"ĐẤT ĐẤU GIÁ PHÂN LÔ DƯƠNG KHUÊ, MỸ ĐÌNH , 80m2 , MẶT TIỀN 6m",12m,0,80.0,"18,5 tỷ",Quận Nam Từ Liêm,"Đường Dương Khuê, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",05/05/2023
7568,BÁN ĐẤT KHU TÁI ĐỊNH CƯ TIÊN DƯỢC SÓC SƠN HÀ NỘI GIÁ CHỈ 3x tr/m2.,10m,0,117.0,39 triệu / m2,Huyện Sóc Sơn,"Đường Quốc Lộ 3, Xã Tiên Dược, Huyện Sóc Sơn, Hà Nội",05/05/2023
7569,GIÁ CẮT LỖ HỒI VỐN CẦN BÁN ĐẤT XUÂN NỘN ĐÔNG ANH 2 MẶT ĐƯỜNG OTO CẠNH SÔNG CÀ LỒ,4m,0,54.0,"1,377 tỷ",Huyện Đông Anh,"Đường Quốc Lộ 3, Xã Xuân Nộn, Huyện Đông Anh, Hà Nội",05/05/2023
7570,TỪ 7tỷ CÒN 6.2tỷ CHỐT CỌC LÀ LÃI NGAY-LÔ ĐẤT KINH DOANH VÂN NỘI-NHẬT TÂN300M,8m,0,109.0,"6,2 tỷ",Huyện Đông Anh,"Đường Võ Nguyên Giáp, Xã Vân Nội, Huyện Đông Anh, Hà Nội",05/05/2023
7571,"Bán gấp nhà Di Trạch, Hoài đức 40x3T, ô tô đỗ cạnh, giá 2.25 tỷ",5m,0,40.0,"2,95 tỷ",Huyện Hoài Đức,"Xã Di Trạch, Huyện Hoài Đức, Hà Nội",05/05/2023
7572,Đất trục chính làng nghề Dũng tiến Thường tín HN,6m,0,65.0,"1,6 tỷ",Huyện Thường Tín,"Đường Liên Thôn, Xã Dũng Tiến, Huyện Thường Tín, Hà Nội",05/05/2023
7573,Đất trung lập Phú xuyên - ô tô đỗ cửa,7m,0,178.0,"2,4 tỷ",Huyện Phú Xuyên,"Đường Liên Thông, Xã Tri Trung, Huyện Phú Xuyên, Hà Nội",05/05/2023
7574,nhà cấp 4 Nghiêm xuyên HN . Ô tô đỗ cửa,3m,0,81.0,"1,6 tỷ",Huyện Thường Tín,"Đường Liên Thôn, Xã Nghiêm Xuyên, Huyện Thường Tín, Hà Nội",05/05/2023
7575,Bán đất tặng nhà Vạn điểm Thường tín HN,3m,0,150.0,"2,2 tỷ",Huyện Thường Tín,"Đường Liên Thôn, Xã Vạn Điểm, Huyện Thường Tín, Hà Nội",05/05/2023
7576,Trục chính đại nam lô góc siêu đẹp,6m,0,180.0,"2,7 tỷ",Huyện Phú Xuyên,"Đường Liên Thông, Thị trấn Phú Xuyên, Huyện Phú Xuyên, Hà Nội",05/05/2023
7577,Hàng đẹp trục chính kinh doanh tốt Đường xe tải tránh,7m,0,178.0,9 triệu / m2,Huyện Phú Xuyên,"Đường Liên Thông, Xã Hồng Thái, Huyện Phú Xuyên, Hà Nội",05/05/2023
7578,MẶT PHỐ VIP CẦU GIẤY- MẶT TIỀN KHỦNG- LÔ ĐẤT SIÊU ĐẸP CÒN SÓT LẠI DÀNH CHỖ CHỖ CHO MỘT TOÀ,40m,1,173.0,55 tỷ,Quận Cầu Giấy,"Đường Nguyễn Văn Huyên, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",05/05/2023
7579,"Giá chào 1.37 tỷ, Mrs Diễm cần bán 45m đất đẹp trung tâm Thạc Quả, Dục Tú,",10m,0,45.0,"1,37 tỷ",Huyện Đông Anh,"Xã Dục Tú, Huyện Đông Anh, Hà Nội",05/05/2023
7580,"Giá chào 2.610 tỷ, Mrs Diễm cần bán 45m đất lô góc sát chợ Xuân Canh, Đông Anh",10m,0,45.0,"2,61 tỷ",Huyện Đông Anh,"Xã Xuân Canh, Huyện Đông Anh, Hà Nội",05/05/2023
7581,"2.850 tỷ, Mrs Diễm cần bán 69.6m đất mặt tiền 5.8 ngay trung tâm Cổ Dương, Tiên",10m,0,69.0,"2,85 tỷ",Huyện Đông Anh,"Xã Tiên Dương, Huyện Đông Anh, Hà Nội",05/05/2023
7582,"Bán nhanh mảnh đất ngõ 71 Tân Ấp, giá 80 triệu/m2, DT 62m2, 2 thoáng, ngõ thông",3m,0,62.0,80 triệu / m2,Quận Ba Đình,"Phố Tân Ấp, Phường Phúc Xá, Quận Ba Đình, Hà Nội",05/05/2023
7583,"Sổ Đỏ Hà Nội -Pháp Lý Minh Bạch-DT 1169m giá 3,5tr Phù Hợp Mọi Tiêu Chuẩn.",8m,0,1169.0,"3,5 triệu / m2",Thị xã Sơn Tây,"Tỉnh lộ 414, Phường Xuân Sơn, Thị xã Sơn Tây, Hà Nội",05/05/2023
7584,"Bán 600m2 có 250m thổ cư-sổ đỏ Hà Nội giá 3,xtr/m2 đầu tư lãi vốn hoặc xây nhà vườn.",5m,0,600.0,"3,5 triệu / m2",Thị xã Sơn Tây,"Đường Quốc Lộ 1, Phường Thanh Mỹ, Thị xã Sơn Tây, Hà Nội",05/05/2023
7585,"Bán gấp 1169m giá 3,5tr/m2 tại Sơn Tây Hà Nội -làm Homestay nghỉ dưỡng-nhà vườn.",6m,0,1169.0,"3,5 triệu / m2",Thị xã Sơn Tây,"Tỉnh lộ 414, Phường Xuân Sơn, Thị xã Sơn Tây, Hà Nội",05/05/2023
7586,"Đường xong tiền về ,bán lô góc 106m2 -gần đường 413 mở rộng 30m -pháp lý minh bạch 850tr",5m,0,105.0,850 triệu,Thị xã Sơn Tây,"Phường Xuân Sơn, Thị xã Sơn Tây, Hà Nội",05/05/2023
7587,chỉ 650tr có ngay mảnh đất 156m2 -sổ đỏ Hà Nội xây nhà đầu tư quá ổn.,5m,0,156.0,650 triệu / m2,Thị xã Sơn Tây,"Đường Vị Thủy, Phường Thanh Mỹ, Thị xã Sơn Tây, Hà Nội",05/05/2023
7588,"Đất sổ đỏ Hà Nội Vị Trí Đắc Địa giá 3,5tr - An Toàn An Tâm Sinh Lời Bền Vững",8m,0,2290.0,"3,5 triệu / m2",Thị xã Sơn Tây,"Tỉnh lộ 414, Phường Xuân Sơn, Thị xã Sơn Tây, Hà Nội",05/05/2023
7589,"Đất mặt đường lớn + sát Hồ sổ đỏ Hà Nội -làm kho xưởng -kinh doanh giá 3,8tr/m2",15m,1,2105.0,"3,8 triệu / m2",Thị xã Sơn Tây,"Tỉnh lộ 414, Phường Xuân Khanh, Thị xã Sơn Tây, Hà Nội",05/05/2023
7590,Bán 250m2 -đất vuông bàn cờ -vượng khí Long Biên Hà Nội phù hợp mọi tiêu chuẩn.,8m,0,250.0,95 triệu / m2,Quận Long Biên,"Đường Hoa Sữa 9-2, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",05/05/2023
7591,Đất sổ đỏ Hà Nội -108m full thổ cư thoáng đãng vượng khí hạ tầng bài bản.,8m,0,108.0,"1,03 tỷ",Thị xã Sơn Tây,"Đường Vị Thủy, Phường Thanh Mỹ, Thị xã Sơn Tây, Hà Nội",05/05/2023
7592,"Gia Tăng Tài Sản Với BDS- Sổ Đỏ Hà Nội - 1169m giá 3,5tr/m2  Đón Sóng Quy Hoạch.",6m,1,1169.0,"3,5 triệu / m2",Thị xã Sơn Tây,"Tỉnh lộ 414, Phường Xuân Sơn, Thị xã Sơn Tây, Hà Nội",05/05/2023
7593,"Đất  Hà Nội 410m2- vuông đẹp,cao ráo vượng khí -xây nhà vườn đầu tư thì quá lý tưởng.",5m,0,410.0,"1,6 tỷ",Thị xã Sơn Tây,"Đường Vị Thủy, Phường Thanh Mỹ, Thị xã Sơn Tây, Hà Nội",05/05/2023
7594,Đất Sổ Hà Nội -giá 2tr/2 Đầu Tư Lãi Vốn -Xây Nhà -Làm Kho Xưởng 2370m có 300m thổ cư,8m,0,2370.0,2 triệu / m2,Thị xã Sơn Tây,"Tỉnh lộ 414, Phường Xuân Sơn, Thị xã Sơn Tây, Hà Nội",05/05/2023
7595,"3,3tr/m2 có lô đất Sổ đỏ Hà Nội - DT 500m2 có 300m thổ cư xây nhà vượn hay giữ tài sản.",6m,0,500.0,"3,3 triệu / m2",Thị xã Sơn Tây,"Đường Thanh Vị, Phường Thanh Mỹ, Thị xã Sơn Tây, Hà Nội",05/05/2023
7596,"cần bán 42m2 tại xã Kim Chung, Đông Anh Mặt tiền 6m, nở hậu hơn 6m",3m,0,42.0,"1,55 tỷ",Huyện Đông Anh,"Đường Võ Văn Kiệt, Xã Kim Chung, Huyện Đông Anh, Hà Nội",05/05/2023
7597,"Cực Hót Bán đất Thạch Bàn cực rẻ, gần phố, diện tích 84 m2, mặt tiền 4,5 m, giá chỉ 4,5 tỷ",5m,0,84.0,"4,5 tỷ",Quận Long Biên,"Đường Cổ Linh, Phường Thạch Bàn, Quận Long Biên, Hà Nội",05/05/2023
7598,"Đất mặt ngõ ô tô 45m, MT 4.2m, giá 2.7 tỷ",3m,0,45.0,"2,7 tỷ",Quận Hoàng Mai,"Đường Thúy Lĩnh, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội",05/05/2023
7599,"Bán 60m Đất An Khánh Hoài Đức, Hà Nội Ô tô Chỉ 2,x tỷ",5m,1,60.0,"2,35 tỷ",Huyện Hoài Đức,"Tỉnh lộ 72, Xã An Khánh, Huyện Hoài Đức, Hà Nội",05/05/2023
7600,Bán gấp 59m đất mặt đường QL179 Kiêu Kỵ gần ngay TTTM VinOcenpark Gia Lâm,30m,0,59.0,"4,55 tỷ",Huyện Gia Lâm,"Đường Tỉnh Lộ 179, Xã Kiêu Kỵ, Huyện Gia Lâm, Hà Nội",05/05/2023
7601,Bán gấp 2000m đất kho xưởng xây dựng làm công ty làng nghề Kiêu Kỵ giáp Vinhome Gia Lâm,15m,0,2100.0,58 tỷ,Huyện Gia Lâm,"Xã Kiêu Kỵ, Huyện Gia Lâm, Hà Nội",05/05/2023
7602,BÁN ĐẤT TẶNG NHÀ HOÀNG MAI - LÔ GÓC - DT 48m2 - MT: 5.5m - 2.9 TỶ,4m,0,48.0,"2,9 tỷ",Quận Hoàng Mai,"Đường Định Công, Phường Định Công, Quận Hoàng Mai, Hà Nội",05/05/2023
7603,Bán 68m đất khu TĐC Trâu Quỳ mặt đường 22m nối quận Long Biên - Gia Lâm,22m,0,68.0,"9,576 tỷ",Huyện Gia Lâm,"Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",05/05/2023
7604,"Bán nhà 3 tầng 32m ngay chợ Thạch Bàn, Long Biên",2m,0,32.0,"3,2 tỷ",Quận Long Biên,"Phường Thạch Bàn, Quận Long Biên, Hà Nội",05/05/2023
7605,"Bán 55m nhà 6 tầng siêu đẹp ngõ ô tô Vũ Xuân Thiều, Sài Đồng, Long Biên",4m,0,55.0,"7,5 tỷ",Quận Long Biên,"Đường Vũ Xuân Thiều, Phường Sài Đồng, Quận Long Biên, Hà Nội",05/05/2023
7606,"Đất thổ cư 168m2 chia 5 lô đã ra sổ đỏ, 2 mặt ngõ thông phố Do Nha nam từ liêm HN.",3m,0,173.0,"10,3 tỷ",Quận Nam Từ Liêm,"Đường Do Nha, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",05/05/2023
7607,"CẮT LỖ BÁN NHANH 68M2 ĐẸP KHÔNG TÌ VẾT TẠI LỘC HÀ, MAI LÂM, ĐÔNG ANH, HÀ NỘI.","3,5m",0,68.0,"3,06 tỷ",Huyện Đông Anh,"Đường Quốc Lộ 3, Xã Mai Lâm, Huyện Đông Anh, Hà Nội",05/05/2023
7608,Bán 48m Mai Lâm - Đông Anh oto vào tận đất,3m,0,48.0,37 triệu / m2,Huyện Đông Anh,"Xã Mai Lâm, Huyện Đông Anh, Hà Nội",05/05/2023
